"",".ID.","camadasConvolucionais","maxpooling1","batchNormalization1","camadasDensas","dropout","learningIndex","batchIndex","numEpocas","maxpooling2","maxpooling3","maxpooling4","maxpooling5","maxpooling6","maxpooling7","maxpooling8","batchNormalization2","batchNormalization3","batchNormalization4","batchNormalization5","batchNormalization6","batchNormalization7","batchNormalization8","numFiltrosInd2","numFiltrosInd3","numFiltrosInd4","numFiltrosInd5","numFiltrosInd6","numFiltrosInd7","numFiltrosInd8","tamanhoFiltros2","tamanhoFiltros3","tamanhoFiltros4","tamanhoFiltros5","tamanhoFiltros6","tamanhoFiltros7","tamanhoFiltros8","neuroniosDensos1","neuroniosDensos2",".PARENT."
"244",244,3,0,0,2,0.38,4,6,26,0,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,6,5,NA,NA,NA,NA,NA,3,9,NA,NA,NA,NA,NA,120,NA,18
"245",245,4,0,0,1,0.26,4,8,110,0,1,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,5,7,8,NA,NA,NA,NA,5,9,9,NA,NA,NA,NA,NA,NA,18
"246",246,2,0,0,2,0.39,2,4,91,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,110,NA,192
"247",247,1,0,0,2,0.29,5,4,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,18
"248",248,2,0,0,3,0.47,4,7,259,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,92,90,38
"249",249,1,0,0,3,0.26,3,7,136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126,74,38
"250",250,2,0,0,2,0.45,2,6,127,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,74,NA,38
"251",251,1,0,0,2,0.39,3,7,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,18
"252",252,3,0,0,1,0.28,5,6,262,0,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,7,5,NA,NA,NA,NA,NA,7,11,NA,NA,NA,NA,NA,NA,NA,18
"253",253,1,0,0,3,0.41,3,5,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,82,38
"254",254,3,0,0,2,0.07,4,6,117,0,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,5,6,NA,NA,NA,NA,NA,5,9,NA,NA,NA,NA,NA,108,NA,18
"255",255,1,0,0,2,0.2,4,4,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,NA,18
"256",256,2,0,0,2,0.13,5,6,72,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,104,NA,18
"257",257,2,0,0,2,0.38,1,5,102,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,58,NA,18
"258",258,2,1,0,2,0.47,2,6,206,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,122,NA,192
"259",259,1,0,0,2,0.42,0,4,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,NA,38
"260",260,2,1,0,2,0.48,4,5,72,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,22,NA,18
"261",261,2,0,0,3,0.17,2,5,130,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,94,82,18
"262",262,3,1,0,3,0.37,5,6,152,0,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,6,6,NA,NA,NA,NA,NA,3,9,NA,NA,NA,NA,NA,68,86,38
"263",263,1,0,0,2,0.07,3,6,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,NA,18
"264",264,2,0,0,1,0.23,3,5,155,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,18
"265",265,2,0,0,3,0.36,5,5,68,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,116,78,38
"266",266,1,0,0,2,0.1,5,5,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126,NA,18
"267",267,5,0,0,2,0.22,5,5,235,0,1,0,0,NA,NA,NA,0,0,1,0,NA,NA,NA,6,5,7,6,NA,NA,NA,11,9,11,9,NA,NA,NA,108,NA,18
"268",268,2,0,0,3,0.26,3,5,108,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,94,126,38
"269",269,2,0,0,2,0.4,5,5,48,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,94,NA,18
"270",270,4,0,0,3,0.28,4,5,75,0,1,1,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,8,5,5,NA,NA,NA,NA,5,11,3,NA,NA,NA,NA,76,110,38
"271",271,3,0,0,3,0.47,5,7,41,0,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,7,5,NA,NA,NA,NA,NA,3,11,NA,NA,NA,NA,NA,88,120,38
"272",272,1,0,0,2,0.32,5,6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,18
"273",273,2,0,0,2,0.39,4,7,122,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,68,NA,18
"274",274,1,0,0,2,0.38,4,6,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,18
"275",275,5,0,0,2,0.28,4,7,61,0,1,1,0,NA,NA,NA,1,0,0,1,NA,NA,NA,6,5,7,5,NA,NA,NA,3,7,3,9,NA,NA,NA,118,NA,18
"276",276,1,0,0,2,0.28,5,4,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,NA,18
"277",277,4,0,0,2,0.43,3,7,274,0,1,1,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,8,5,5,NA,NA,NA,NA,3,11,9,NA,NA,NA,NA,74,NA,38
"278",278,1,0,0,2,0.08,4,6,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,NA,18
"279",279,1,0,0,2,0.36,4,5,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,NA,18
"280",280,1,0,0,1,0.41,4,8,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18
"281",281,3,0,0,3,0.49,5,6,154,0,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,6,5,NA,NA,NA,NA,NA,3,11,NA,NA,NA,NA,NA,104,104,38
"282",282,1,0,0,3,0.49,2,4,174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,92,38
"283",283,4,0,0,1,0.32,3,4,145,0,1,0,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,6,5,5,NA,NA,NA,NA,5,11,5,NA,NA,NA,NA,NA,NA,18
"284",284,2,0,0,3,0.36,5,7,76,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,118,66,38
"285",285,2,0,0,3,0.47,5,4,157,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,98,126,38
"286",286,3,0,1,2,0.15,5,4,116,0,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,6,6,NA,NA,NA,NA,NA,3,11,NA,NA,NA,NA,NA,80,NA,18
"287",287,1,0,0,1,0.31,4,5,217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18
"288",288,1,1,0,2,0.46,4,6,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128,NA,38
"289",289,4,1,0,2,0.34,3,5,138,0,1,1,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,5,5,8,NA,NA,NA,NA,3,11,9,NA,NA,NA,NA,114,NA,18
"290",290,3,0,0,2,0.11,4,6,103,0,1,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,6,5,NA,NA,NA,NA,NA,5,7,NA,NA,NA,NA,NA,20,NA,18
"291",291,3,0,0,2,0.04,5,5,92,1,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,6,5,NA,NA,NA,NA,NA,3,9,NA,NA,NA,NA,NA,98,NA,18
"292",292,2,0,0,3,0.27,5,7,112,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,62,120,236
"293",293,1,0,0,3,0.41,3,4,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,70,38
"294",294,2,0,0,1,0.38,4,4,153,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,18
"295",295,4,0,0,3,0.48,5,6,198,0,1,0,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,5,5,6,NA,NA,NA,NA,5,11,3,NA,NA,NA,NA,58,112,18
"296",296,1,0,0,3,0.42,4,5,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,120,38
"297",297,3,0,0,2,0.19,5,7,133,0,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,7,6,NA,NA,NA,NA,NA,3,11,NA,NA,NA,NA,NA,54,NA,18
"298",298,2,0,0,3,0.41,5,6,242,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,124,94,38
"299",299,1,0,0,3,0.21,4,6,299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,120,38
"300",300,4,0,0,1,0.32,5,6,27,0,1,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,6,6,8,NA,NA,NA,NA,5,7,3,NA,NA,NA,NA,NA,NA,18
"301",301,3,0,0,2,0.13,3,6,104,1,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,6,6,NA,NA,NA,NA,NA,9,11,NA,NA,NA,NA,NA,74,NA,18
"302",302,3,0,0,3,0.49,4,4,108,0,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,6,5,NA,NA,NA,NA,NA,3,9,NA,NA,NA,NA,NA,110,60,38
"303",303,2,0,0,2,0.32,3,7,48,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,68,NA,18
"304",304,3,0,0,2,0.23,5,5,101,0,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,6,5,NA,NA,NA,NA,NA,5,11,NA,NA,NA,NA,NA,98,NA,18
"305",305,3,0,0,3,0.28,4,6,202,0,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,7,5,NA,NA,NA,NA,NA,5,11,NA,NA,NA,NA,NA,100,20,18
"306",306,2,0,0,2,0.02,4,6,99,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,88,NA,18
"307",307,1,0,0,3,0.37,4,5,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,4,18
"308",308,2,0,0,2,0.34,5,7,213,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,84,NA,18
"309",309,3,0,0,3,0.47,4,4,164,0,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,8,6,NA,NA,NA,NA,NA,3,11,NA,NA,NA,NA,NA,88,90,38
"310",310,4,0,0,2,0.28,3,7,183,0,1,0,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,7,6,7,NA,NA,NA,NA,9,11,3,NA,NA,NA,NA,112,NA,18
"311",311,3,0,0,3,0.38,5,8,99,0,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,7,5,NA,NA,NA,NA,NA,3,11,NA,NA,NA,NA,NA,118,88,236
"312",312,3,0,0,1,0.31,4,7,64,0,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,7,5,NA,NA,NA,NA,NA,7,7,NA,NA,NA,NA,NA,NA,NA,18
"313",313,2,0,0,2,0.14,4,7,103,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,80,NA,18
"314",314,1,0,0,2,0.23,3,6,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,NA,18
"315",315,1,0,0,2,0.25,5,6,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,NA,18
"316",316,2,0,0,2,0.33,2,6,111,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,110,NA,18
"317",317,2,0,0,2,0.17,3,8,164,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,108,NA,18
"318",318,1,0,0,2,0.38,5,4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,NA,18
"319",319,1,0,0,3,0.42,3,5,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,104,38
"320",320,2,0,0,3,0.44,4,5,35,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,100,92,38
"321",321,1,0,0,2,0.12,2,4,242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118,NA,18
"322",322,1,0,0,3,0.37,2,4,174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,128,38
"323",323,3,0,0,2,0.33,4,6,269,0,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,6,6,NA,NA,NA,NA,NA,3,7,NA,NA,NA,NA,NA,94,NA,192
"324",324,2,0,0,3,0.45,5,5,139,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,122,98,38
"325",325,4,0,0,3,0.34,3,4,108,0,1,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,7,6,6,NA,NA,NA,NA,3,11,9,NA,NA,NA,NA,108,118,38
"326",326,2,0,0,3,0.45,5,5,169,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,90,120,38
"327",327,3,0,0,2,0.28,4,4,142,0,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,6,6,NA,NA,NA,NA,NA,3,11,NA,NA,NA,NA,NA,60,NA,18
"328",328,1,0,0,2,0.46,3,7,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,NA,18
"329",329,5,0,0,2,0.27,3,8,86,0,1,0,0,NA,NA,NA,0,0,0,1,NA,NA,NA,6,5,8,6,NA,NA,NA,5,9,3,11,NA,NA,NA,78,NA,18
"330",330,3,0,0,1,0.35,3,5,135,0,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,6,5,NA,NA,NA,NA,NA,5,9,NA,NA,NA,NA,NA,NA,NA,18
"331",331,3,0,0,3,0.36,3,4,93,0,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,7,6,NA,NA,NA,NA,NA,3,7,NA,NA,NA,NA,NA,112,126,38
"332",332,1,0,0,2,0.38,4,7,229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128,NA,38
"333",333,4,0,0,3,0.42,4,6,197,0,1,1,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,8,5,7,NA,NA,NA,NA,3,11,11,NA,NA,NA,NA,84,96,38
"334",334,3,0,0,3,0.39,4,6,266,0,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,7,5,NA,NA,NA,NA,NA,3,9,NA,NA,NA,NA,NA,94,84,38
"335",335,2,0,0,2,0.38,5,6,104,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,48,NA,38
"336",336,1,0,0,2,0.29,3,5,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,NA,236
"337",337,4,0,0,2,0.38,5,7,83,0,1,0,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,8,5,6,NA,NA,NA,NA,7,11,5,NA,NA,NA,NA,120,NA,192
"338",338,4,0,0,1,0.3,5,7,82,0,1,0,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,7,5,7,NA,NA,NA,NA,3,11,5,NA,NA,NA,NA,NA,NA,192
"339",339,2,0,0,3,0.36,3,6,53,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,102,20,18
"340",340,3,0,0,2,0.41,3,5,230,0,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,8,5,NA,NA,NA,NA,NA,7,11,NA,NA,NA,NA,NA,120,NA,192
"341",341,1,0,0,3,0.42,3,5,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,90,38
"342",342,2,0,0,2,0.31,5,4,104,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,78,NA,18
"343",343,4,0,0,1,0.29,4,5,126,0,1,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,6,6,8,NA,NA,NA,NA,5,11,5,NA,NA,NA,NA,NA,NA,18
"344",344,1,0,0,3,0.47,4,4,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126,68,236
"345",345,3,0,0,2,0.12,4,6,182,0,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,6,5,NA,NA,NA,NA,NA,5,11,NA,NA,NA,NA,NA,82,NA,18
"346",346,4,0,0,3,0.45,4,5,155,0,1,0,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,7,5,5,NA,NA,NA,NA,3,11,5,NA,NA,NA,NA,96,94,38
"347",347,3,0,0,2,0.27,2,5,132,0,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,6,5,NA,NA,NA,NA,NA,7,11,NA,NA,NA,NA,NA,94,NA,18
"348",348,4,0,0,2,0.46,3,5,237,0,1,0,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,6,6,6,NA,NA,NA,NA,7,11,5,NA,NA,NA,NA,106,NA,192
"349",349,3,0,0,2,0.21,5,6,185,0,1,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,7,5,NA,NA,NA,NA,NA,5,7,NA,NA,NA,NA,NA,102,NA,18
"350",350,2,0,0,2,0.42,3,4,97,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,126,NA,38
"351",351,1,0,0,3,0.26,3,5,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,112,38
"352",352,4,0,0,1,0.18,4,5,107,0,1,1,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,5,5,5,NA,NA,NA,NA,5,11,9,NA,NA,NA,NA,NA,NA,18
"353",353,5,0,0,2,0.48,5,6,216,0,1,0,1,NA,NA,NA,0,0,1,0,NA,NA,NA,6,5,6,5,NA,NA,NA,5,11,3,5,NA,NA,NA,120,NA,192
"354",354,3,0,0,3,0.42,5,4,186,0,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,6,5,NA,NA,NA,NA,NA,3,9,NA,NA,NA,NA,NA,110,78,38
"355",355,3,0,0,1,0.17,3,4,93,0,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,5,11,NA,NA,NA,NA,NA,NA,NA,18
"356",356,5,0,0,3,0.41,5,4,82,0,1,0,1,NA,NA,NA,0,0,1,0,NA,NA,NA,7,5,8,5,NA,NA,NA,5,11,11,5,NA,NA,NA,128,86,38
"357",357,4,0,0,2,0.33,4,4,174,0,1,0,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,7,5,8,NA,NA,NA,NA,3,11,5,NA,NA,NA,NA,92,NA,38
"358",358,2,0,0,2,0.33,3,5,164,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,118,NA,38
"359",359,3,0,0,2,0.42,4,4,81,0,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,6,6,NA,NA,NA,NA,NA,7,11,NA,NA,NA,NA,NA,112,NA,192
"360",360,1,0,0,3,0.37,5,5,227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,68,38
"361",361,3,0,0,2,0.15,4,6,182,0,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,6,5,NA,NA,NA,NA,NA,5,11,NA,NA,NA,NA,NA,68,NA,18
"362",362,3,0,0,2,0.23,4,5,46,0,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,6,5,NA,NA,NA,NA,NA,3,9,NA,NA,NA,NA,NA,84,NA,18
"363",363,2,0,0,1,0.36,4,4,138,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,18
"364",364,2,0,0,2,0.38,4,6,36,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,72,NA,18
"365",365,2,0,0,2,0.34,4,4,89,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,114,NA,18
"366",366,2,0,0,2,0.27,4,4,287,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,86,NA,18
"367",367,1,0,0,2,0.17,4,6,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,NA,18
"368",368,4,0,0,3,0.38,3,6,163,0,1,1,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,7,5,5,NA,NA,NA,NA,3,11,11,NA,NA,NA,NA,116,78,38
"369",369,4,0,0,2,0.48,3,6,63,0,1,0,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,5,6,6,NA,NA,NA,NA,5,9,5,NA,NA,NA,NA,126,NA,192
