"",".ID.","camadasConvolucionais","maxpooling1","batchNormalization1","camadasDensas","dropout","learningIndex","batchIndex","numEpocas","maxpooling2","maxpooling3","maxpooling4","maxpooling5","maxpooling6","maxpooling7","maxpooling8","batchNormalization2","batchNormalization3","batchNormalization4","batchNormalization5","batchNormalization6","batchNormalization7","batchNormalization8","numFiltrosInd2","numFiltrosInd3","numFiltrosInd4","numFiltrosInd5","numFiltrosInd6","numFiltrosInd7","numFiltrosInd8","tamanhoFiltros2","tamanhoFiltros3","tamanhoFiltros4","tamanhoFiltros5","tamanhoFiltros6","tamanhoFiltros7","tamanhoFiltros8","neuroniosDensos1","neuroniosDensos2",".PARENT."
"244",244,4,1,0,1,0.11,3,5,120,1,0,1,NA,NA,NA,NA,1,0,1,NA,NA,NA,NA,8,5,7,NA,NA,NA,NA,11,5,9,NA,NA,NA,NA,NA,NA,5
"245",245,2,1,1,2,0.36,4,5,206,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,94,NA,8
"246",246,3,1,1,1,0.25,3,6,44,1,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,7,8,NA,NA,NA,NA,NA,9,5,NA,NA,NA,NA,NA,NA,NA,16
"247",247,2,1,1,2,0.41,3,9,112,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,92,NA,8
"248",248,2,0,1,1,0.13,3,4,271,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,17
"249",249,2,1,0,1,0.09,5,7,138,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,1
"250",250,4,0,0,1,0.21,4,4,204,1,0,1,NA,NA,NA,NA,1,0,1,NA,NA,NA,NA,8,5,6,NA,NA,NA,NA,11,3,9,NA,NA,NA,NA,NA,NA,5
"251",251,2,1,0,1,0.4,4,7,251,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,1
"252",252,1,1,1,1,0.34,2,8,262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"253",253,1,0,0,1,0.14,3,4,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"254",254,2,1,1,1,0.41,2,4,155,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,16
"255",255,2,0,0,1,0.18,3,5,89,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,5
"256",256,2,1,0,1,0.2,3,4,264,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,1
"257",257,1,1,1,2,0.23,4,7,159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,NA,8
"258",258,2,1,1,1,0.39,3,5,80,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,16
"259",259,4,0,0,1,0.11,5,4,204,1,0,1,NA,NA,NA,NA,1,0,1,NA,NA,NA,NA,8,5,8,NA,NA,NA,NA,7,3,9,NA,NA,NA,NA,NA,NA,5
"260",260,1,1,1,2,0.16,3,7,224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,NA,8
"261",261,2,1,0,1,0.35,3,7,177,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,1
"262",262,6,0,0,1,0.29,4,7,74,1,0,0,0,0,NA,NA,1,0,1,0,1,NA,NA,5,6,8,5,7,NA,NA,3,3,3,7,5,NA,NA,NA,NA,31
"263",263,3,1,1,1,0.28,3,7,58,1,0,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,5,8,NA,NA,NA,NA,NA,11,5,NA,NA,NA,NA,NA,NA,NA,16
"264",264,1,0,0,1,0.27,3,5,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"265",265,2,1,1,2,0.38,4,6,260,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,56,NA,8
"266",266,3,0,0,1,0.36,2,6,114,1,0,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,8,5,NA,NA,NA,NA,NA,9,5,NA,NA,NA,NA,NA,NA,NA,5
"267",267,1,1,0,1,0.23,4,6,234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"268",268,1,1,0,1,0.4,4,6,169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"269",269,2,1,0,1,0.47,3,7,92,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,1
"270",270,1,1,0,1,0.47,4,9,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"271",271,4,0,0,1,0.21,3,5,84,1,0,1,NA,NA,NA,NA,1,0,1,NA,NA,NA,NA,8,5,6,NA,NA,NA,NA,9,7,11,NA,NA,NA,NA,NA,NA,5
"272",272,6,0,0,2,0.21,4,5,101,0,1,1,1,0,NA,NA,0,0,0,0,0,NA,NA,6,6,5,8,7,NA,NA,5,11,9,11,9,NA,NA,12,NA,17
"273",273,3,0,0,2,0.15,4,4,92,1,0,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,8,5,NA,NA,NA,NA,NA,11,9,NA,NA,NA,NA,NA,80,NA,5
"274",274,4,0,0,1,0.2,5,4,88,0,1,1,NA,NA,NA,NA,1,0,1,NA,NA,NA,NA,5,5,5,NA,NA,NA,NA,5,9,9,NA,NA,NA,NA,NA,NA,17
"275",275,4,0,0,1,0.24,3,5,116,1,0,1,NA,NA,NA,NA,1,0,1,NA,NA,NA,NA,8,6,7,NA,NA,NA,NA,9,5,9,NA,NA,NA,NA,NA,NA,5
"276",276,3,0,0,2,0.19,4,4,52,1,0,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,8,5,NA,NA,NA,NA,NA,11,7,NA,NA,NA,NA,NA,70,NA,49
"277",277,1,0,0,1,0.17,3,4,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"278",278,3,0,0,2,0.34,4,4,85,0,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,7,9,NA,NA,NA,NA,NA,84,NA,17
"279",279,6,0,0,1,0,3,7,234,1,0,1,0,0,NA,NA,1,0,1,1,0,NA,NA,8,6,6,5,6,NA,NA,9,5,11,11,9,NA,NA,NA,NA,5
"280",280,3,1,1,2,0.18,4,7,213,1,1,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,8,5,NA,NA,NA,NA,NA,9,7,NA,NA,NA,NA,NA,114,NA,8
"281",281,4,0,0,2,0.19,5,9,226,1,0,0,NA,NA,NA,NA,1,0,1,NA,NA,NA,NA,5,7,7,NA,NA,NA,NA,5,5,5,NA,NA,NA,NA,110,NA,31
"282",282,1,1,1,1,0.37,4,8,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"283",283,1,1,1,2,0.31,3,9,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,8
"284",284,3,0,0,2,0.23,1,8,274,1,0,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,6,6,NA,NA,NA,NA,NA,7,5,NA,NA,NA,NA,NA,84,NA,31
"285",285,3,0,0,1,0.21,3,4,108,1,0,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,7,5,NA,NA,NA,NA,NA,7,3,NA,NA,NA,NA,NA,NA,NA,5
"286",286,3,0,0,2,0.32,4,5,28,1,0,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,8,5,NA,NA,NA,NA,NA,9,5,NA,NA,NA,NA,NA,76,NA,49
"287",287,2,1,1,1,0.32,3,7,86,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,16
"288",288,6,0,0,1,0.18,2,4,62,1,0,1,1,1,NA,NA,1,0,1,1,0,NA,NA,7,6,8,5,5,NA,NA,7,3,11,11,9,NA,NA,NA,NA,5
"289",289,4,0,0,2,0.32,4,5,98,1,0,1,NA,NA,NA,NA,1,0,1,NA,NA,NA,NA,7,5,5,NA,NA,NA,NA,9,5,11,NA,NA,NA,NA,80,NA,5
"290",290,1,0,0,1,0.16,2,4,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
"291",291,3,1,1,1,0.44,3,6,69,1,0,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,6,7,NA,NA,NA,NA,NA,11,7,NA,NA,NA,NA,NA,NA,NA,16
"292",292,1,0,0,2,0.36,5,4,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,NA,17
"293",293,2,0,0,2,0.25,5,6,190,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,128,NA,17
"294",294,3,0,0,2,0.33,5,4,21,1,0,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,8,5,NA,NA,NA,NA,NA,7,9,NA,NA,NA,NA,NA,116,NA,49
"295",295,2,1,1,1,0.43,3,4,29,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,16
"296",296,2,1,1,1,0.32,2,4,142,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,16
"297",297,5,0,0,1,0.12,3,5,162,1,0,1,0,NA,NA,NA,1,0,1,0,NA,NA,NA,8,5,8,8,NA,NA,NA,5,7,11,3,NA,NA,NA,NA,NA,5
"298",298,2,0,0,2,0.35,5,4,150,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,82,NA,17
"299",299,1,0,0,2,0.17,3,4,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,5
"300",300,3,0,0,1,0.16,3,5,35,1,0,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,8,5,NA,NA,NA,NA,NA,9,7,NA,NA,NA,NA,NA,NA,NA,5
"301",301,1,1,1,1,0.29,2,4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16
"302",302,4,0,0,1,0.22,2,5,150,1,0,1,NA,NA,NA,NA,1,0,1,NA,NA,NA,NA,8,5,8,NA,NA,NA,NA,9,5,11,NA,NA,NA,NA,NA,NA,5
"303",303,4,0,0,2,0.34,3,4,149,0,1,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,7,5,6,NA,NA,NA,NA,5,11,11,NA,NA,NA,NA,106,NA,17
"304",304,1,1,1,2,0.3,5,7,280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,NA,8
"305",305,2,0,0,2,0.49,4,4,71,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,90,NA,49
"306",306,1,1,1,2,0.31,3,5,245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,NA,8
"307",307,2,1,1,1,0.39,2,5,133,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,16
"308",308,5,0,0,2,0.29,3,8,133,1,0,0,0,NA,NA,NA,1,0,1,1,NA,NA,NA,5,6,7,5,NA,NA,NA,5,7,5,5,NA,NA,NA,86,NA,31
"309",309,3,0,0,2,0.26,3,5,134,0,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,6,5,NA,NA,NA,NA,NA,3,11,NA,NA,NA,NA,NA,60,NA,17
"310",310,3,0,0,1,0.25,4,4,200,0,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,6,5,NA,NA,NA,NA,NA,5,11,NA,NA,NA,NA,NA,NA,NA,17
"311",311,3,0,0,1,0.06,4,4,176,1,0,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,8,5,NA,NA,NA,NA,NA,9,5,NA,NA,NA,NA,NA,NA,NA,5
"312",312,4,0,0,2,0.18,3,5,113,0,1,0,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,6,5,5,NA,NA,NA,NA,3,11,3,NA,NA,NA,NA,126,NA,17
"313",313,2,1,1,2,0.29,3,6,247,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,114,NA,8
"314",314,1,1,1,1,0.3,1,6,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16
"315",315,4,0,0,1,0.11,2,5,151,1,0,1,NA,NA,NA,NA,1,0,1,NA,NA,NA,NA,8,5,6,NA,NA,NA,NA,11,5,9,NA,NA,NA,NA,NA,NA,5
"316",316,2,1,0,1,0.26,4,7,224,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,1
"317",317,5,0,0,1,0.19,3,4,55,1,0,1,0,NA,NA,NA,1,0,1,1,NA,NA,NA,7,5,7,5,NA,NA,NA,9,5,11,5,NA,NA,NA,NA,NA,5
"318",318,1,1,1,2,0.37,5,8,238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,8
